,Last Refresh: 2024-11-24 19:15:48,,,
Calendar Basis,,,,
Portfolio, ,원,,
Item, , ,,
Frequency,일간,KRW,,
Non-Trading Day,Previous,Asc,,
Include Weekend,ALL, ,,
Term,20071020,20241120,,
Symbol,I.001,I.101,I.201,I.253
Symbol Name,코스피,코스피 200,코스닥,코스닥 150
Kind,IDX,IDX,IDX,IDX
Item,I31000040F,I31000040F,I31000040F,I31000040F
Item Name,종가지수(포인트),종가지수(포인트),종가지수(포인트),종가지수(포인트)
Frequency,DAILY,DAILY,DAILY,DAILY
2009-06-08,"1,393.30",177.67,529.11,
2009-06-09,"1,371.84",174.91,517.96,
2009-06-10,"1,414.88",180.91,520.36,
2009-06-11,"1,419.39",181.43,520.60,
2009-06-12,"1,428.59",182.69,524.26,
2009-06-13,"1,428.59",182.69,524.26,
2009-06-14,"1,428.59",182.69,524.26,
2009-06-15,"1,412.42",180.66,519.63,
2009-06-16,"1,399.15",178.88,520.93,
2009-06-17,"1,391.17",177.80,517.37,
2009-06-18,"1,375.76",175.54,513.22,
2009-06-19,"1,383.34",176.63,510.27,
2009-06-20,"1,383.34",176.63,510.27,
2009-06-21,"1,383.34",176.63,510.27,
2009-06-22,"1,399.71",179.02,513.13,
2009-06-23,"1,360.54",174.32,498.03,
2009-06-24,"1,363.79",175.08,495.00,
2009-06-25,"1,392.73",178.86,504.03,
2009-06-26,"1,394.53",179.28,503.34,
2009-06-27,"1,394.53",179.28,503.34,
2009-06-28,"1,394.53",179.28,503.34,
2009-06-29,"1,388.45",178.81,491.64,
2009-06-30,"1,390.07",178.99,485.15,
2009-07-01,"1,411.66",181.95,491.17,
2009-07-02,"1,411.48",181.85,496.00,
2009-07-03,"1,420.04",182.92,501.82,
2009-07-04,"1,420.04",182.92,501.82,
2009-07-05,"1,420.04",182.92,501.82,
2009-07-06,"1,428.94",184.50,505.42,
2009-07-07,"1,434.20",185.11,508.76,
2009-07-08,"1,431.02",184.73,505.69,
2009-07-09,"1,430.89",184.72,502.80,
2009-07-10,"1,428.62",184.56,495.27,
2009-07-11,"1,428.62",184.56,495.27,
2009-07-12,"1,428.62",184.56,495.27,
2009-07-13,"1,378.12",178.15,476.05,
2009-07-14,"1,385.56",179.43,476.25,
2009-07-15,"1,420.86",184.26,486.67,
2009-07-16,"1,432.22",186.22,482.28,
2009-07-17,"1,440.10",187.16,485.87,
2009-07-18,"1,440.10",187.16,485.87,
2009-07-19,"1,440.10",187.16,485.87,
2009-07-20,"1,478.51",192.25,493.62,
2009-07-21,"1,488.99",193.62,495.91,
2009-07-22,"1,494.04",194.29,497.77,
2009-07-23,"1,496.49",194.40,497.89,
2009-07-24,"1,502.59",195.13,500.02,
2009-07-25,"1,502.59",195.13,500.02,
2009-07-26,"1,502.59",195.13,500.02,
2009-07-27,"1,524.05",198.07,504.65,
2009-07-28,"1,526.03",198.52,504.16,
2009-07-29,"1,524.32",198.24,501.57,
2009-07-30,"1,534.74",199.88,502.90,
2009-07-31,"1,557.29",202.96,504.35,
2009-08-01,"1,557.29",202.96,504.35,
2009-08-02,"1,557.29",202.96,504.35,
2009-08-03,"1,564.98",203.81,510.56,
2009-08-04,"1,566.37",204.10,508.72,
2009-08-05,"1,559.47",203.19,508.99,
2009-08-06,"1,565.04",203.74,509.26,
2009-08-07,"1,576.00",204.95,512.70,
2009-08-08,"1,576.00",204.95,512.70,
2009-08-09,"1,576.00",204.95,512.70,
2009-08-10,"1,576.11",204.77,516.70,
2009-08-11,"1,579.21",204.96,519.52,
2009-08-12,"1,565.35",202.67,522.62,
2009-08-13,"1,564.64",202.46,531.71,
2009-08-14,"1,591.41",206.46,531.12,
2009-08-15,"1,591.41",206.46,531.12,
2009-08-16,"1,591.41",206.46,531.12,
2009-08-17,"1,547.06",200.52,517.83,
2009-08-18,"1,550.24",201.33,511.53,
2009-08-19,"1,545.96",201.08,510.20,
2009-08-20,"1,576.39",205.22,516.77,
2009-08-21,"1,580.98",206.26,512.14,
2009-08-22,"1,580.98",206.26,512.14,
2009-08-23,"1,580.98",206.26,512.14,
2009-08-24,"1,612.22",210.60,511.36,
2009-08-25,"1,601.38",209.12,510.69,
2009-08-26,"1,614.12",210.62,516.96,
2009-08-27,"1,599.33",208.62,513.60,
2009-08-28,"1,607.94",209.74,520.19,
2009-08-29,"1,607.94",209.74,520.19,
2009-08-30,"1,607.94",209.74,520.19,
2009-08-31,"1,591.85",207.44,514.70,
2009-09-01,"1,623.06",211.89,516.27,
2009-09-02,"1,613.16",210.51,517.73,
2009-09-03,"1,613.53",210.60,516.95,
2009-09-04,"1,608.90",209.81,518.82,
2009-09-05,"1,608.90",209.81,518.82,
2009-09-06,"1,608.90",209.81,518.82,
2009-09-07,"1,608.57",209.73,525.61,
2009-09-08,"1,619.69",211.40,526.85,
2009-09-09,"1,607.77",210.09,520.20,
2009-09-10,"1,644.68",214.92,525.01,
2009-09-11,"1,651.70",215.81,528.26,
2009-09-12,"1,651.70",215.81,528.26,
2009-09-13,"1,651.70",215.81,528.26,
2009-09-14,"1,634.91",213.42,526.88,
2009-09-15,"1,653.40",216.14,531.58,
2009-09-16,"1,683.33",220.53,531.56,
2009-09-17,"1,695.47",222.31,528.13,
2009-09-18,"1,699.71",222.34,531.53,
2009-09-19,"1,699.71",222.34,531.53,
2009-09-20,"1,699.71",222.34,531.53,
2009-09-21,"1,695.50",221.85,533.10,
2009-09-22,"1,718.88",225.27,536.97,
2009-09-23,"1,711.47",224.69,528.98,
2009-09-24,"1,693.88",222.35,518.77,
2009-09-25,"1,691.48",221.82,516.52,
2009-09-26,"1,691.48",221.82,516.52,
2009-09-27,"1,691.48",221.82,516.52,
2009-09-28,"1,675.55",219.66,511.61,
2009-09-29,"1,690.05",221.59,512.20,
2009-09-30,"1,673.14",219.75,505.94,
2009-10-01,"1,644.63",215.94,502.55,
2009-10-02,"1,644.63",215.94,502.55,
2009-10-03,"1,644.63",215.94,502.55,
2009-10-04,"1,644.63",215.94,502.55,
2009-10-05,"1,606.90",210.38,497.83,
2009-10-06,"1,598.44",209.25,494.42,
2009-10-07,"1,598.00",208.94,491.37,
2009-10-08,"1,615.46",211.01,496.96,
2009-10-09,"1,646.79",215.57,506.29,
2009-10-10,"1,646.79",215.57,506.29,
2009-10-11,"1,646.79",215.57,506.29,
2009-10-12,"1,639.81",214.23,510.21,
2009-10-13,"1,628.93",213.10,508.37,
2009-10-14,"1,649.09",215.90,512.04,
2009-10-15,"1,658.99",217.47,510.46,
2009-10-16,"1,640.36",214.91,508.26,
2009-10-17,"1,640.36",214.91,508.26,
2009-10-18,"1,640.36",214.91,508.26,
2009-10-19,"1,649.07",216.19,508.95,
2009-10-20,"1,659.15",217.53,509.76,
2009-10-21,"1,653.86",216.64,508.62,
2009-10-22,"1,630.33",213.25,503.78,
2009-10-23,"1,640.17",214.73,503.91,
2009-10-24,"1,640.17",214.73,503.91,
2009-10-25,"1,640.17",214.73,503.91,
2009-10-26,"1,657.11",217.45,504.77,
2009-10-27,"1,649.53",216.47,502.30,
2009-10-28,"1,609.71",211.03,488.82,
2009-10-29,"1,585.85",207.68,482.34,
2009-10-30,"1,580.69",206.81,486.46,
2009-10-31,"1,580.69",206.81,486.46,
2009-11-01,"1,580.69",206.81,486.46,
2009-11-02,"1,559.09",204.25,479.25,
2009-11-03,"1,549.92",203.13,478.76,
2009-11-04,"1,579.93",207.18,483.87,
2009-11-05,"1,552.24",203.52,479.46,
2009-11-06,"1,572.46",206.53,482.70,
2009-11-07,"1,572.46",206.53,482.70,
2009-11-08,"1,572.46",206.53,482.70,
2009-11-09,"1,576.79",207.29,484.45,
2009-11-10,"1,582.30",208.23,482.94,
2009-11-11,"1,594.82",210.08,485.62,
2009-11-12,"1,572.73",206.67,484.63,
2009-11-13,"1,571.99",206.84,481.57,
2009-11-14,"1,571.99",206.84,481.57,
2009-11-15,"1,571.99",206.84,481.57,
2009-11-16,"1,592.47",209.90,475.74,
2009-11-17,"1,585.98",209.00,471.95,
2009-11-18,"1,603.97",211.56,472.54,
2009-11-19,"1,620.54",213.89,475.77,
2009-11-20,"1,620.60",213.76,479.43,
2009-11-21,"1,620.60",213.76,479.43,
2009-11-22,"1,620.60",213.76,479.43,
2009-11-23,"1,619.05",213.72,479.80,
2009-11-24,"1,606.42",211.92,475.39,
2009-11-25,"1,611.88",212.61,476.56,
2009-11-26,"1,599.52",210.77,473.82,
2009-11-27,"1,524.50",200.73,451.67,
2009-11-28,"1,524.50",200.73,451.67,
2009-11-29,"1,524.50",200.73,451.67,
2009-11-30,"1,555.60",204.75,464.32,
2009-12-01,"1,569.72",207.07,469.04,
2009-12-02,"1,591.63",210.25,475.97,
2009-12-03,"1,615.00",213.31,480.52,
2009-12-04,"1,624.76",214.50,483.63,
2009-12-05,"1,624.76",214.50,483.63,
2009-12-06,"1,624.76",214.50,483.63,
2009-12-07,"1,632.65",215.55,487.04,
2009-12-08,"1,627.78",214.91,485.94,
2009-12-09,"1,634.17",215.75,486.78,
2009-12-10,"1,652.73",218.73,489.45,
2009-12-11,"1,656.90",218.77,495.21,
2009-12-12,"1,656.90",218.77,495.21,
2009-12-13,"1,656.90",218.77,495.21,
2009-12-14,"1,664.77",219.51,501.85,
2009-12-15,"1,665.85",219.60,503.31,
2009-12-16,"1,664.24",219.32,507.01,
2009-12-17,"1,647.84",216.90,510.10,
2009-12-18,"1,647.04",216.68,513.78,
2009-12-19,"1,647.04",216.68,513.78,
2009-12-20,"1,647.04",216.68,513.78,
2009-12-21,"1,644.23",216.20,518.09,
2009-12-22,"1,655.54",217.87,512.78,
2009-12-23,"1,661.35",218.95,508.44,
2009-12-24,"1,682.34",221.67,511.19,
2009-12-25,"1,682.34",221.67,511.19,
2009-12-26,"1,682.34",221.67,511.19,
2009-12-27,"1,682.34",221.67,511.19,
2009-12-28,"1,685.59",222.03,506.07,
2009-12-29,"1,672.48",220.34,505.61,
2009-12-30,"1,682.77",221.86,513.57,
2009-12-31,"1,682.77",221.86,513.57,
2010-01-01,"1,682.77",221.86,513.57,
2010-01-02,"1,682.77",221.86,513.57,
2010-01-03,"1,682.77",221.86,513.57,
2010-01-04,"1,696.14",223.49,528.09,"1,000.00"
2010-01-05,"1,690.62",222.84,533.09,"1,005.86"
2010-01-06,"1,705.32",224.67,539.12,"1,020.16"
2010-01-07,"1,683.45",221.31,535.52,"1,010.69"
2010-01-08,"1,695.26",222.66,538.96,"1,017.34"
2010-01-09,"1,695.26",222.66,538.96,"1,017.34"
2010-01-10,"1,695.26",222.66,538.96,"1,017.34"
2010-01-11,"1,694.12",222.23,540.40,"1,014.50"
2010-01-12,"1,698.64",223.04,538.11,"1,008.16"
2010-01-13,"1,671.41",219.17,534.46,"1,001.17"
2010-01-14,"1,685.77",221.19,542.33,"1,017.97"
2010-01-15,"1,701.80",223.21,549.97,"1,036.55"
2010-01-16,"1,701.80",223.21,549.97,"1,036.55"
2010-01-17,"1,701.80",223.21,549.97,"1,036.55"
2010-01-18,"1,711.78",224.38,553.10,"1,040.45"
2010-01-19,"1,710.22",224.13,549.14,"1,027.95"
2010-01-20,"1,714.38",224.83,544.12,"1,017.07"
2010-01-21,"1,722.01",226.16,549.03,"1,027.10"
2010-01-22,"1,684.35",220.68,546.66,"1,017.11"
2010-01-23,"1,684.35",220.68,546.66,"1,017.11"
2010-01-24,"1,684.35",220.68,546.66,"1,017.11"
2010-01-25,"1,670.20",219.33,534.22,992.53
2010-01-26,"1,637.34",214.89,522.07,970.52
2010-01-27,"1,625.48",213.02,516.43,957.69
2010-01-28,"1,642.43",215.67,517.40,960.89
2010-01-29,"1,602.43",210.34,496.57,922.07
2010-01-30,"1,602.43",210.34,496.57,922.07
2010-01-31,"1,602.43",210.34,496.57,922.07
2010-02-01,"1,606.44",210.76,502.00,931.50
2010-02-02,"1,595.81",209.27,504.69,938.11
2010-02-03,"1,615.02",211.86,515.32,958.96
2010-02-04,"1,616.42",211.72,516.23,957.03
2010-02-05,"1,567.12",205.06,497.37,917.86
2010-02-06,"1,567.12",205.06,497.37,917.86
2010-02-07,"1,567.12",205.06,497.37,917.86
2010-02-08,"1,552.79",203.37,487.41,895.24
2010-02-09,"1,570.49",206.01,491.20,906.12
2010-02-10,"1,570.12",205.94,491.28,905.60
2010-02-11,"1,597.81",209.73,498.01,917.43
2010-02-12,"1,593.66",208.74,503.88,926.63
2010-02-13,"1,593.66",208.74,503.88,926.63
2010-02-14,"1,593.66",208.74,503.88,926.63
2010-02-15,"1,593.66",208.74,503.88,926.63
2010-02-16,"1,601.05",209.73,508.95,936.02
2010-02-17,"1,627.43",213.44,515.16,947.93
2010-02-18,"1,621.19",212.55,513.33,939.97
2010-02-19,"1,593.90",208.70,504.39,920.56
2010-02-20,"1,593.90",208.70,504.39,920.56
2010-02-21,"1,593.90",208.70,504.39,920.56
2010-02-22,"1,627.10",213.28,512.25,934.25
2010-02-23,"1,628.90",213.45,513.90,936.34
2010-02-24,"1,612.83",210.92,514.04,935.42
2010-02-25,"1,587.51",207.56,504.63,921.03
2010-02-26,"1,594.58",208.36,507.03,928.29
2010-02-27,"1,594.58",208.36,507.03,928.29
2010-02-28,"1,594.58",208.36,507.03,928.29
2010-03-01,"1,594.58",208.36,507.03,928.29
2010-03-02,"1,615.12",211.44,507.96,932.71
2010-03-03,"1,622.44",212.36,509.63,939.03
2010-03-04,"1,618.20",211.91,507.59,935.35
2010-03-05,"1,634.57",214.05,511.28,944.25
2010-03-06,"1,634.57",214.05,511.28,944.25
2010-03-07,"1,634.57",214.05,511.28,944.25
2010-03-08,"1,660.04",217.73,517.63,956.14
2010-03-09,"1,660.83",217.82,518.12,956.84
2010-03-10,"1,662.24",217.82,518.67,955.27
2010-03-11,"1,656.62",216.76,517.57,950.78
2010-03-12,"1,662.74",217.35,519.44,951.97
2010-03-13,"1,662.74",217.35,519.44,951.97
2010-03-14,"1,662.74",217.35,519.44,951.97
2010-03-15,"1,649.50",215.49,517.75,949.46
2010-03-16,"1,648.01",215.25,520.88,953.73
2010-03-17,"1,682.86",220.28,522.98,959.28
2010-03-18,"1,675.17",219.02,524.31,960.85
2010-03-19,"1,686.11",220.48,527.58,969.32
2010-03-20,"1,686.11",220.48,527.58,969.32
2010-03-21,"1,686.11",220.48,527.58,969.32
2010-03-22,"1,672.67",218.52,527.07,969.62
2010-03-23,"1,681.82",220.09,526.42,969.15
2010-03-24,"1,681.01",220.09,519.80,962.44
2010-03-25,"1,688.39",221.07,520.24,965.93
2010-03-26,"1,697.72",222.25,524.66,971.53
2010-03-27,"1,697.72",222.25,524.66,971.53
2010-03-28,"1,697.72",222.25,524.66,971.53
2010-03-29,"1,691.99",221.60,518.06,959.16
2010-03-30,"1,700.19",222.48,518.05,960.08
2010-03-31,"1,692.85",221.58,515.74,957.81
2010-04-01,"1,719.17",225.47,519.19,965.08
2010-04-02,"1,723.49",226.69,514.95,955.87
2010-04-03,"1,723.49",226.69,514.95,955.87
2010-04-04,"1,723.49",226.69,514.95,955.87
2010-04-05,"1,724.99",227.48,505.13,937.79
2010-04-06,"1,726.09",227.51,506.39,939.56
2010-04-07,"1,726.60",227.31,510.90,944.13
2010-04-08,"1,733.78",228.27,513.29,952.15
2010-04-09,"1,724.47",226.81,512.15,951.60
2010-04-10,"1,724.47",226.81,512.15,951.60
2010-04-11,"1,724.47",226.81,512.15,951.60
2010-04-12,"1,710.30",224.59,507.67,943.30
2010-04-13,"1,710.59",224.69,506.53,942.83
2010-04-14,"1,735.33",228.08,509.69,947.83
2010-04-15,"1,743.91",229.17,508.61,945.45
2010-04-16,"1,734.49",227.69,508.42,946.07
2010-04-17,"1,734.49",227.69,508.42,946.07
2010-04-18,"1,734.49",227.69,508.42,946.07
2010-04-19,"1,705.30",223.65,502.70,936.04
2010-04-20,"1,718.03",225.13,510.50,954.25
2010-04-21,"1,747.58",229.09,515.99,965.06
2010-04-22,"1,739.52",227.76,516.47,967.08
2010-04-23,"1,737.03",227.36,516.51,967.59
2010-04-24,"1,737.03",227.36,516.51,967.59
2010-04-25,"1,737.03",227.36,516.51,967.59
2010-04-26,"1,752.20",229.64,517.68,969.40
2010-04-27,"1,749.55",229.28,519.24,973.83
2010-04-28,"1,733.91",226.98,517.85,973.33
2010-04-29,"1,728.42",226.11,519.21,976.67
2010-04-30,"1,741.56",227.95,523.75,985.47
2010-05-01,"1,741.56",227.95,523.75,985.47
2010-05-02,"1,741.56",227.95,523.75,985.47
2010-05-03,"1,721.21",225.10,519.78,975.07
2010-05-04,"1,718.75",224.76,518.99,974.76
2010-05-05,"1,718.75",224.76,518.99,974.76
2010-05-06,"1,684.71",220.21,509.23,957.30
2010-05-07,"1,647.50",215.09,499.71,943.70
2010-05-08,"1,647.50",215.09,499.71,943.70
2010-05-09,"1,647.50",215.09,499.71,943.70
2010-05-10,"1,677.63",219.10,512.16,967.73
2010-05-11,"1,670.24",217.63,512.22,965.81
2010-05-12,"1,663.03",216.78,512.13,965.33
2010-05-13,"1,694.58",220.80,522.54,988.67
2010-05-14,"1,695.63",221.08,524.98,994.62
2010-05-15,"1,695.63",221.08,524.98,994.62
2010-05-16,"1,695.63",221.08,524.98,994.62
2010-05-17,"1,651.51",215.36,510.25,964.37
2010-05-18,"1,643.24",214.42,504.52,960.25
2010-05-19,"1,630.08",212.43,500.45,955.26
2010-05-20,"1,600.18",208.78,481.06,917.80
2010-05-21,"1,600.18",208.78,481.06,917.80
2010-05-22,"1,600.18",208.78,481.06,917.80
2010-05-23,"1,600.18",208.78,481.06,917.80
2010-05-24,"1,604.93",210.27,476.33,908.36
2010-05-25,"1,560.83",204.83,449.96,866.63
2010-05-26,"1,582.12",206.62,463.00,889.95
2010-05-27,"1,607.50",209.83,473.32,907.59
2010-05-28,"1,622.78",212.10,479.03,919.42
2010-05-29,"1,622.78",212.10,479.03,919.42
2010-05-30,"1,622.78",212.10,479.03,919.42
2010-05-31,"1,641.25",214.34,489.42,939.54
2010-06-01,"1,630.40",213.02,488.79,934.20
2010-06-02,"1,630.40",213.02,488.79,934.20
2010-06-03,"1,661.84",217.58,495.74,945.81
2010-06-04,"1,664.13",218.03,493.71,940.84
2010-06-05,"1,664.13",218.03,493.71,940.84
2010-06-06,"1,664.13",218.03,493.71,940.84
2010-06-07,"1,637.97",214.38,483.12,921.36
2010-06-08,"1,651.48",216.08,490.34,935.59
2010-06-09,"1,647.22",215.26,487.00,932.69
2010-06-10,"1,651.70",215.73,491.63,942.96
2010-06-11,"1,675.34",219.22,491.25,939.94
2010-06-12,"1,675.34",219.22,491.25,939.94
2010-06-13,"1,675.34",219.22,491.25,939.94
2010-06-14,"1,690.60",221.43,492.70,943.12
2010-06-15,"1,690.03",221.34,495.08,946.85
2010-06-16,"1,705.33",223.34,495.96,948.66
2010-06-17,"1,707.92",223.45,495.18,948.50
2010-06-18,"1,711.95",223.77,495.23,950.89
2010-06-19,"1,711.95",223.77,495.23,950.89
2010-06-20,"1,711.95",223.77,495.23,950.89
2010-06-21,"1,739.68",227.69,498.36,958.03
2010-06-22,"1,731.48",226.45,496.65,953.90
2010-06-23,"1,725.82",225.59,494.95,948.73
2010-06-24,"1,739.87",227.45,499.14,960.61
2010-06-25,"1,729.84",225.63,498.12,957.69
2010-06-26,"1,729.84",225.63,498.12,957.69
2010-06-27,"1,729.84",225.63,498.12,957.69
2010-06-28,"1,732.03",225.55,498.75,960.55
2010-06-29,"1,707.76",222.54,487.54,933.88
2010-06-30,"1,698.29",220.85,489.98,943.44
2010-07-01,"1,686.24",218.65,489.59,941.86
2010-07-02,"1,671.82",217.01,485.69,930.54
2010-07-03,"1,671.82",217.01,485.69,930.54
2010-07-04,"1,671.82",217.01,485.69,930.54
2010-07-05,"1,675.37",217.47,486.15,932.51
2010-07-06,"1,684.94",219.12,487.41,938.08
2010-07-07,"1,675.65",217.45,486.41,937.52
2010-07-08,"1,698.64",220.78,488.96,941.45
2010-07-09,"1,723.01",224.44,492.15,948.08
2010-07-10,"1,723.01",224.44,492.15,948.08
2010-07-11,"1,723.01",224.44,492.15,948.08
2010-07-12,"1,734.05",225.86,496.70,956.57
2010-07-13,"1,735.08",226.14,497.79,957.54
2010-07-14,"1,758.01",229.27,499.97,960.18
2010-07-15,"1,751.29",228.39,501.73,966.13
2010-07-16,"1,738.45",226.34,498.88,961.15
2010-07-17,"1,738.45",226.34,498.88,961.15
2010-07-18,"1,738.45",226.34,498.88,961.15
2010-07-19,"1,731.95",225.32,498.49,957.05
2010-07-20,"1,736.77",225.84,499.72,959.29
2010-07-21,"1,748.78",227.88,496.73,953.18
2010-07-22,"1,735.53",226.23,484.72,926.02
2010-07-23,"1,758.06",229.50,483.69,921.79
2010-07-24,"1,758.06",229.50,483.69,921.79
2010-07-25,"1,758.06",229.50,483.69,921.79
2010-07-26,"1,769.07",230.87,488.14,933.91
2010-07-27,"1,768.31",230.93,487.74,931.28
2010-07-28,"1,773.47",231.56,486.75,929.08
2010-07-29,"1,770.88",231.16,482.56,920.60
2010-07-30,"1,759.33",229.25,481.45,918.99
2010-07-31,"1,759.33",229.25,481.45,918.99
2010-08-01,"1,759.33",229.25,481.45,918.99
2010-08-02,"1,782.27",232.22,481.98,919.45
2010-08-03,"1,790.60",233.38,481.94,919.11
2010-08-04,"1,789.26",233.14,479.59,912.32
2010-08-05,"1,783.86",232.39,476.47,904.34
2010-08-06,"1,783.83",232.35,478.47,908.93
2010-08-07,"1,783.83",232.35,478.47,908.93
2010-08-08,"1,783.83",232.35,478.47,908.93
2010-08-09,"1,790.17",233.14,483.87,918.47
2010-08-10,"1,781.13",232.04,482.16,916.44
2010-08-11,"1,758.19",228.98,475.14,902.32
2010-08-12,"1,721.75",223.96,470.98,894.39
2010-08-13,"1,746.24",227.01,477.17,907.64
2010-08-14,"1,746.24",227.01,477.17,907.64
2010-08-15,"1,746.24",227.01,477.17,907.64
2010-08-16,"1,743.31",226.51,476.08,903.51
2010-08-17,"1,755.03",227.96,477.65,908.23
2010-08-18,"1,761.99",228.90,478.33,909.20
2010-08-19,"1,779.64",231.88,480.77,914.58
2010-08-20,"1,775.54",231.17,480.38,913.86
2010-08-21,"1,775.54",231.17,480.38,913.86
2010-08-22,"1,775.54",231.17,480.38,913.86
2010-08-23,"1,767.71",230.20,477.14,907.17
2010-08-24,"1,760.53",229.42,474.97,902.70
2010-08-25,"1,734.79",225.99,467.81,892.71
2010-08-26,"1,729.76",225.39,464.53,889.53
2010-08-27,"1,729.56",225.52,461.52,884.36
2010-08-28,"1,729.56",225.52,461.52,884.36
2010-08-29,"1,729.56",225.52,461.52,884.36
2010-08-30,"1,760.13",229.63,466.09,892.28
2010-08-31,"1,742.75",226.81,464.71,889.81
2010-09-01,"1,764.69",229.41,469.75,901.19
2010-09-02,"1,775.73",230.66,473.00,909.50
2010-09-03,"1,780.02",231.04,478.30,924.38
2010-09-04,"1,780.02",231.04,478.30,924.38
2010-09-05,"1,780.02",231.04,478.30,924.38
2010-09-06,"1,792.42",232.77,482.82,933.05
2010-09-07,"1,787.74",232.45,480.20,924.65
2010-09-08,"1,779.22",230.94,478.60,921.35
2010-09-09,"1,784.36",231.53,481.86,930.62
2010-09-10,"1,802.58",233.93,484.48,937.30
2010-09-11,"1,802.58",233.93,484.48,937.30
2010-09-12,"1,802.58",233.93,484.48,937.30
2010-09-13,"1,818.86",236.34,483.49,934.37
2010-09-14,"1,815.25",235.98,481.79,935.27
2010-09-15,"1,823.88",237.14,481.28,935.69
2010-09-16,"1,811.85",235.37,480.62,932.51
2010-09-17,"1,827.35",237.64,483.25,936.77
2010-09-18,"1,827.35",237.64,483.25,936.77
2010-09-19,"1,827.35",237.64,483.25,936.77
2010-09-20,"1,832.63",238.29,483.83,936.34
2010-09-21,"1,832.63",238.29,483.83,936.34
2010-09-22,"1,832.63",238.29,483.83,936.34
2010-09-23,"1,832.63",238.29,483.83,936.34
2010-09-24,"1,846.60",239.80,485.15,940.22
2010-09-25,"1,846.60",239.80,485.15,940.22
2010-09-26,"1,846.60",239.80,485.15,940.22
2010-09-27,"1,860.83",241.38,486.29,944.87
2010-09-28,"1,855.97",240.59,487.74,951.69
2010-09-29,"1,866.45",242.27,489.61,954.08
2010-09-30,"1,872.81",242.95,492.75,963.37
2010-10-01,"1,876.73",243.49,495.06,968.07
2010-10-02,"1,876.73",243.49,495.06,968.07
2010-10-03,"1,876.73",243.49,495.06,968.07
2010-10-04,"1,879.29",243.99,493.78,964.24
2010-10-05,"1,878.94",244.22,493.55,964.34
2010-10-06,"1,903.95",247.70,497.33,970.88
2010-10-07,"1,900.85",247.22,496.14,966.78
2010-10-08,"1,897.07",246.51,497.08,965.50
2010-10-09,"1,897.07",246.51,497.08,965.50
2010-10-10,"1,897.07",246.51,497.08,965.50
2010-10-11,"1,889.91",245.44,496.80,963.92
2010-10-12,"1,868.04",242.35,494.08,957.69
2010-10-13,"1,876.15",242.99,499.12,970.87
2010-10-14,"1,899.76",246.25,504.59,981.61
2010-10-15,"1,902.29",246.56,509.59,991.23
2010-10-16,"1,902.29",246.56,509.59,991.23
2010-10-17,"1,902.29",246.56,509.59,991.23
2010-10-18,"1,875.42",242.64,516.19,"1,004.07"
2010-10-19,"1,857.32",240.11,514.59,"1,001.69"
2010-10-20,"1,870.44",241.79,520.21,"1,014.27"
2010-10-21,"1,874.69",242.53,522.66,"1,017.02"
2010-10-22,"1,897.31",245.84,523.12,"1,017.58"
2010-10-23,"1,897.31",245.84,523.12,"1,017.58"
2010-10-24,"1,897.31",245.84,523.12,"1,017.58"
2010-10-25,"1,915.71",248.16,525.86,"1,020.31"
2010-10-26,"1,919.41",248.38,526.64,"1,020.26"
2010-10-27,"1,909.54",246.61,528.59,"1,025.26"
2010-10-28,"1,907.87",246.41,527.36,"1,021.29"
2010-10-29,"1,882.95",242.98,526.45,"1,019.44"
2010-10-30,"1,882.95",242.98,526.45,"1,019.44"
2010-10-31,"1,882.95",242.98,526.45,"1,019.44"
2010-11-01,"1,914.74",247.41,527.98,"1,023.16"
2010-11-02,"1,918.04",247.93,523.93,"1,014.99"
2010-11-03,"1,935.97",249.99,525.89,"1,021.16"
2010-11-04,"1,942.50",251.12,531.53,"1,037.07"
2010-11-05,"1,938.96",251.22,528.66,"1,028.95"
2010-11-06,"1,938.96",251.22,528.66,"1,028.95"
2010-11-07,"1,938.96",251.22,528.66,"1,028.95"
2010-11-08,"1,942.41",251.73,528.47,"1,027.54"
2010-11-09,"1,947.46",252.07,526.93,"1,022.95"
2010-11-10,"1,967.85",255.13,528.27,"1,028.17"
2010-11-11,"1,914.73",247.51,524.05,"1,016.88"
